source,target,relationship,co_mention_count,source_document,source_locator,notes
place_aksum,object_pottery,CO_OCCURS_WITH,3,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,place_lalibela,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,person_kathryn_bard,CO_OCCURS_WITH,3,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,person_king_ezana,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,person_king_kaleb,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,person_david_w_phillipson,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,person_rodolfo_fattovich,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,period_aksumite,CO_OCCURS_WITH,4,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_inscription,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_stelae,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_ivory,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_beta_giyorgis,object_pottery,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,person_kathryn_bard,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,person_king_ezana,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,person_king_kaleb,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,person_david_w_phillipson,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,person_rodolfo_fattovich,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,period_aksumite,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,person_king_ezana,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,person_king_kaleb,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,person_david_w_phillipson,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,person_rodolfo_fattovich,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,period_aksumite,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_ivory,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,person_king_kaleb,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,person_david_w_phillipson,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,person_rodolfo_fattovich,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,period_aksumite,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_inscription,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_ezana,object_pottery,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,person_david_w_phillipson,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,person_rodolfo_fattovich,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,period_aksumite,CO_OCCURS_WITH,4,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_inscription,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_stelae,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_king_kaleb,object_pottery,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,person_rodolfo_fattovich,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,period_aksumite,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_david_w_phillipson,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,period_zagwe_period,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,period_aksumite,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_rodolfo_fattovich,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,period_aksumite,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_zagwe_period,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_coin,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_inscription,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_stelae,CO_OCCURS_WITH,4,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_coins,CO_OCCURS_WITH,3,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_gold,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_ivory,CO_OCCURS_WITH,3,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
period_aksumite,object_pottery,CO_OCCURS_WITH,3,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coin,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_stelae,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_stelae,object_coins,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_stelae,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_stelae,object_ivory,CO_OCCURS_WITH,3,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_stelae,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_stelae,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coins,object_gold,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coins,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coins,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coins,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_gold,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_gold,object_silver,CO_OCCURS_WITH,2,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_gold,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_ivory,object_silver,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_ivory,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_silver,object_pottery,CO_OCCURS_WITH,1,S1,S1 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_stelae,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 77,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_coins,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 77,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_gold,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 77,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_silver,object_inscription,CO_OCCURS_WITH,1,S1,S1 line 77,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_silver,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 77,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_pottery,object_ivory,CO_OCCURS_WITH,1,S1,S1 line 77,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_lalibela,place_aksum,CO_OCCURS_WITH,1,S1,S1 line 154,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_inscription,object_coin,CO_OCCURS_WITH,1,S1,S1 line 166,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
object_silver,object_gold,CO_OCCURS_WITH,1,S1,S1 line 294,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
place_aksum,person_andrea_manzo,CO_OCCURS_WITH,1,S2,S2 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
person_kathryn_bard,person_andrea_manzo,CO_OCCURS_WITH,1,S2,S2 line 1,"No explicit relation verb found; same-sentence co-occurrence only. LOW CONFIDENCE, not a claimed relation."
